date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:26	25130/25130	---MC-	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:11:19%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/47857	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/47857.json	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:27	2427/2427	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:11:20%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fmalaysia-project%2F	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed03b3.json	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:28	2497/2497	---M-Z	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2005:11:21%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fmalaysia-project%2F&format=xml	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed75f5	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:11:21%20GMT	https://www.recruitmentmyanmarsak.com/?p=47857	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/indexf7f4.html	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:28	18356/18356	---M-Z	200	added ('OK')	text/css	date:Sat,%2012%20Mar%202022%2012:40:16%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/cache/et/47857/et-core-unified-16470888163484.min.css	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/cache/et/47857/et-core-unified-16470888163484.min.css	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:11:23%20GMT	http://www.recruitmentmyanmarsak.com/gallery	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/gallery.85.delayed	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:32	281382/281382	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2015:47:23%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia1.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia1.jpg	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:32	127776/127776	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2015:49:47%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia2.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia2.jpg	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:35	132407/132407	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202020%2009:26:45%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2020/03/IMG-cd524ff86a702b04de0503a381bce13c-V.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2020/03/IMG-cd524ff86a702b04de0503a381bce13c-V.jpg	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:36	674136/674136	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2015:58:51%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia4.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/malaysia4.jpg	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:36	96138/96138	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202020%2009:57:48%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2020/03/IMG-1001471cac6694de204ca0ac602beb41-V.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2020/03/IMG-1001471cac6694de204ca0ac602beb41-V.jpg	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:11:30%20GMT	https://www.recruitmentmyanmarsak.com/malaysia-project/sitemap	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/malaysia-project/sitemap	(from https://www.recruitmentmyanmarsak.com/malaysia-project/)
11:41:38	50077/50077	---MC-	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:11:31%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/47904	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/47904.json	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:38	2382/2382	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:11:32%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fgallery%2F	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed11f7.json	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:39	2452/2452	---M-Z	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2005:11:32%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fgallery%2F&format=xml	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embedd91f	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:40	29486/29486	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Mar%202022%2001:54:08%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/cache/et/47904/et-core-unified-16473092472877.min.css	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/cache/et/47904/et-core-unified-16473092472877.min.css	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:11:35%20GMT	https://www.recruitmentmyanmarsak.com/?p=47904	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/indexc014.html	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:43	284861/284861	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:47:52%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-2-1.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-2-1.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:44	223772/223772	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:47:49%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-1-1.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-1-1.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:44	172991/172991	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:39%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-15.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-15.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:45	221402/221402	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:38%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-14.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-14.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:46	174794/174794	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:37%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-13.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-13.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:47	130788/130788	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:34%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-11.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-11.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:49	297481/297481	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:47:57%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-4.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-4.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:49	174884/174884	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:47:59%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-5.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-5.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:52	98231/98231	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2014:18:46%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/thai9.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/thai9.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:52	372145/372145	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:01%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-6.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-6.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:53	68657/68657	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2014:25:50%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/thai10.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/thai10.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:54	104120/104120	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:06:17%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-1-1.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-1-1.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:55	202850/202850	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:53:45%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-18.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-18.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:57	110173/110173	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:08:33%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-17.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-17.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:57	338890/338890	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:08:16%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-2.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-2.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:58	5219758/5219758	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2000:48:28%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-10.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/1-10.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:41:59	103687/103687	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:08:52%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-16.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-16.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:00	196504/196504	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:09:11%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-15.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-15.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:00	105406/105406	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:10%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-3.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-3.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:01	135606/135606	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:09:32%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-2.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-4.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:02	123769/123769	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:48%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-12.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-12.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:03	213731/213731	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:46%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-10.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-10.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:04	148289/148289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:45%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-9.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-9.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:05	200461/200461	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:44%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-7.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-7.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:06	144596/144596	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:44%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-6.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-6.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:07	203054/203054	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:43%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-5.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-5.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:08	137878/137878	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:10:42%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-4.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-8.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:09	119831/119831	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2001:13:46%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/2-11.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:10	216521/216521	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2006:29:01%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/22.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/22-2.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:11	150622/150622	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2006:34:26%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/23-1.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/23-1.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:12	102075/102075	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2006:35:32%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/24.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/24-2.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:13	151668/151668	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2006:35:55%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/25.jpeg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/25-2.jpg	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:12:07%20GMT	https://www.recruitmentmyanmarsak.com/gallery/sitemap	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/gallery/sitemap	(from https://www.recruitmentmyanmarsak.com/gallery/)
11:42:15	3799/3799	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:08%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48597	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48597.json	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:15	2382/2382	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:09%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fsitemap%2F	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embedd060.json	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:16	2452/2452	---M-Z	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2005:12:09%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fsitemap%2F&format=xml	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embedefdf	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:17	4654/4654	---M-Z	200	added ('OK')	text/css	date:Sat,%2012%20Mar%202022%2007:22:06%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/cache/et/48597/et-core-unified-16470697259102.min.css	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/cache/et/48597/et-core-unified-16470697259102.min.css	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:12:11%20GMT	https://www.recruitmentmyanmarsak.com/?p=48597	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/indexa96d.html	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:12:12%20GMT	https://www.recruitmentmyanmarsak.com/sitemap/sitemap	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/sitemap/sitemap	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:21	2402/2402	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:14%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Four-clients%2F	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed3d95	(from https://www.recruitmentmyanmarsak.com/our-clients/)
11:42:21	36520/36520	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:12:13%20GMT	https://www.recruitmentmyanmarsak.com/the-company/	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/the-company/index.html	(from https://www.recruitmentmyanmarsak.com/sitemap/)
11:42:22	20829/20829	---MC-	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:14%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48225	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48225.json	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:22	2402/2402	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:15%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fthe-company%2F	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed3dea.json	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:23	2472/2472	---M-Z	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2005:12:16%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.recruitmentmyanmarsak.com%2Fthe-company%2F&format=xml	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/oembed/1.0/embed794a	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:12:17%20GMT	https://www.recruitmentmyanmarsak.com/?p=48225	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/index55b7.html	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:24	14393/14393	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Mar%202022%2004:23:58%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/cache/et/48225/et-core-unified-16472318382892.min.css	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/cache/et/48225/et-core-unified-16472318382892.min.css	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2005:12:19%20GMT	https://www.recruitmentmyanmarsak.com/the-company/sitemap	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/the-company/sitemap	(from https://www.recruitmentmyanmarsak.com/the-company/)
11:42:27	42713/42713	UR-MC-	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:20%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48046	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/wp/v2/pages/48046.json	(from https://www.recruitmentmyanmarsak.com/)
11:42:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2004%20Apr%202022%2005:12:20%20GMT	https://www.recruitmentmyanmarsak.com/wp-includes/wlwmanifest.xml	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-includes/wlwmanifest.xml	(from https://www.recruitmentmyanmarsak.com/)
11:42:28	189909/-1	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2005:12:20%20GMT	https://www.recruitmentmyanmarsak.com/wp-json/	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-json/index.html	(from https://www.recruitmentmyanmarsak.com/)
11:42:29	888/888	UR-M-Z	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2005:12:21%20GMT	https://www.recruitmentmyanmarsak.com/xmlrpc.php?rsd	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/xmlrpc0db0.php	(from https://www.recruitmentmyanmarsak.com/)
11:42:31	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2004%20Apr%202022%2005:12:24%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/Joe.jpg	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/Joe.jpg	(from https://www.recruitmentmyanmarsak.com/)
11:42:31	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2004%20Apr%202022%2005:12:24%20GMT	https://www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/saklogo-copy.png	/Users/zinmintun/websites/recruitmentmyanmarsak/www.recruitmentmyanmarsak.com/wp-content/uploads/2019/08/saklogo-copy.png	(from https://www.recruitmentmyanmarsak.com/)
